geometry/type,geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,type,properties/co_F_level,properties/pm1_F_level,properties/pm1_level,properties/no2_F,properties/no2,properties/co_level,properties/last_measure,properties/pm1_F,properties/co,properties/o3_F,properties/count_SMAQ,properties/o3_level,properties/pm25,properties/pm1,properties/pm10_F_level,properties/iuca.level_F_global,properties/pm25_F_level,properties/count_F,properties/pm25_F,properties/no2_F_level,properties/count,properties/iuca.level_global,properties/pm10_level,properties/co_F,properties/pm10,properties/o3,properties/pm10_F,properties/o3_F_level,properties/no2_level,properties/pm25_level,properties/no2_M_level,properties/resp_APP_level,properties/iuca.level_APP_global,properties/no2_M,properties/pm25_M_level,properties/o3_M_level,properties/co_M_level,properties/pm1_M,properties/count_APP,properties/iaq_APP_level,properties/pm10_APP_level,properties/pm10_M,properties/iuca.level_M_global,properties/o3_M,properties/pm25_M,properties/count_M,properties/pm10_M_level,properties/pm1_M_level,properties/co_M,properties/co_APP_level
Polygon,-4.566192626953125,36.714935302734375,-4.566192626953125,36.71630859375,-4.5648193359375,36.71630859375,-4.5648193359375,36.714935302734375,-4.566192626953125,36.714935302734375,Feature,,,,,,,2018-09-29T10:13:21+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.49066162109375,36.67510986328125,-4.49066162109375,36.676483154296875,-4.489288330078125,36.676483154296875,-4.489288330078125,36.67510986328125,-4.49066162109375,36.67510986328125,Feature,,,good,,0,unhealthy-low,2018-05-07T18:32:56+00:00,,6729,,3,good,1,1,,,,,,,3,unhealthy-low,good,,1,0,,,good,good,good,,,0,good,good,unhealthy-low,1,,,,1,unhealthy-low,0,1,3,good,good,6729,
Polygon,-4.4879150390625,36.6558837890625,-4.4879150390625,36.657257080078125,-4.486541748046875,36.657257080078125,-4.486541748046875,36.6558837890625,-4.4879150390625,36.6558837890625,Feature,,,,,,,2018-11-14T07:13:29+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.492034912109375,36.65313720703125,-4.492034912109375,36.654510498046875,-4.49066162109375,36.654510498046875,-4.49066162109375,36.65313720703125,-4.492034912109375,36.65313720703125,Feature,,,,,,,2018-11-14T07:09:08+00:00,,,,,,,,,,,,,,3,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.494781494140625,36.657257080078125,-4.494781494140625,36.65863037109375,-4.493408203125,36.65863037109375,-4.493408203125,36.657257080078125,-4.494781494140625,36.657257080078125,Feature,,,,,,,2018-11-14T07:11:13+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.49615478515625,36.65313720703125,-4.49615478515625,36.654510498046875,-4.494781494140625,36.654510498046875,-4.494781494140625,36.65313720703125,-4.49615478515625,36.65313720703125,Feature,,,,,,,2018-11-14T07:04:49+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.50714111328125,36.65863037109375,-4.50714111328125,36.660003662109375,-4.505767822265625,36.660003662109375,-4.505767822265625,36.65863037109375,-4.50714111328125,36.65863037109375,Feature,,,,,,,2018-10-22T15:01:11+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.4989013671875,36.649017333984375,-4.4989013671875,36.650390625,-4.497528076171875,36.650390625,-4.497528076171875,36.649017333984375,-4.4989013671875,36.649017333984375,Feature,,,,,,,2018-11-10T14:14:03+00:00,,,,,,,,,,,,,,3,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.360198974609375,36.816558837890625,-4.360198974609375,36.81793212890625,-4.35882568359375,36.81793212890625,-4.35882568359375,36.816558837890625,-4.360198974609375,36.816558837890625,Feature,,,,,,,2018-01-08T17:06:51+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.376678466796875,36.8096923828125,-4.376678466796875,36.811065673828125,-4.37530517578125,36.811065673828125,-4.37530517578125,36.8096923828125,-4.376678466796875,36.8096923828125,Feature,,,,,,,2018-01-08T17:17:53+00:00,,,,,,,,,,,,,,2,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.38079833984375,36.7987060546875,-4.38079833984375,36.800079345703125,-4.379425048828125,36.800079345703125,-4.379425048828125,36.7987060546875,-4.38079833984375,36.7987060546875,Feature,,,,,,,2018-01-08T17:20:11+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.382171630859375,36.78497314453125,-4.382171630859375,36.786346435546875,-4.38079833984375,36.786346435546875,-4.38079833984375,36.78497314453125,-4.382171630859375,36.78497314453125,Feature,,,,,,,2018-01-08T17:22:55+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.384918212890625,36.786346435546875,-4.384918212890625,36.7877197265625,-4.383544921875,36.7877197265625,-4.383544921875,36.786346435546875,-4.384918212890625,36.786346435546875,Feature,,,,,,,2018-01-08T17:22:27+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.38079833984375,36.778106689453125,-4.38079833984375,36.77947998046875,-4.379425048828125,36.77947998046875,-4.379425048828125,36.778106689453125,-4.38079833984375,36.778106689453125,Feature,,,,,,,2018-01-08T17:24:45+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.38079833984375,36.775360107421875,-4.38079833984375,36.7767333984375,-4.379425048828125,36.7767333984375,-4.379425048828125,36.775360107421875,-4.38079833984375,36.775360107421875,Feature,,,,,,,2018-01-08T17:25:15+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.390411376953125,36.77398681640625,-4.390411376953125,36.775360107421875,-4.3890380859375,36.775360107421875,-4.3890380859375,36.77398681640625,-4.390411376953125,36.77398681640625,Feature,,,,,,,2018-01-08T17:44:29+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.4000244140625,36.77398681640625,-4.4000244140625,36.775360107421875,-4.398651123046875,36.775360107421875,-4.398651123046875,36.77398681640625,-4.4000244140625,36.77398681640625,Feature,,,,,,,2018-01-08T17:49:00+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.42474365234375,36.750640869140625,-4.42474365234375,36.75201416015625,-4.423370361328125,36.75201416015625,-4.423370361328125,36.750640869140625,-4.42474365234375,36.750640869140625,Feature,,,,,,,2018-01-08T18:02:29+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.423370361328125,36.749267578125,-4.423370361328125,36.750640869140625,-4.4219970703125,36.750640869140625,-4.4219970703125,36.749267578125,-4.423370361328125,36.749267578125,Feature,,,,,,,2018-01-08T18:03:09+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.423370361328125,36.74652099609375,-4.423370361328125,36.747894287109375,-4.4219970703125,36.747894287109375,-4.4219970703125,36.74652099609375,-4.423370361328125,36.74652099609375,Feature,,,unhealthy-low,,7,good,2018-02-01T12:45:17+00:00,,77,,2,good,12,8,,,,,,,2,moderate,moderate,,15,8,,,good,moderate,good,,,7,moderate,good,good,8,,,,15,moderate,8,12,2,moderate,unhealthy-low,77,
Polygon,-4.42474365234375,36.74652099609375,-4.42474365234375,36.747894287109375,-4.423370361328125,36.747894287109375,-4.423370361328125,36.74652099609375,-4.42474365234375,36.74652099609375,Feature,,,moderate,,6,good,2018-01-30T12:47:40+00:00,,136,,2,good,8,5,,,,,,,2,good,good,,10,1,,,good,good,good,,,6,good,good,good,5,,,,10,good,1,8,2,good,moderate,136,
Polygon,-4.324493408203125,36.71356201171875,-4.324493408203125,36.714935302734375,-4.3231201171875,36.714935302734375,-4.3231201171875,36.71356201171875,-4.324493408203125,36.71356201171875,Feature,good,good,good,0,0,good,2018-12-16T05:32:15+00:00,1,768,0,2,good,5,1,good,good,good,2,5,good,2,good,good,768,6,0,6,good,good,good,,,,,,,,,,,,,,,,,,,,
Polygon,-4.37255859375,36.728668212890625,-4.37255859375,36.73004150390625,-4.371185302734375,36.73004150390625,-4.371185302734375,36.728668212890625,-4.37255859375,36.728668212890625,Feature,,,,,,,2018-01-18T21:34:53+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.409637451171875,36.7327880859375,-4.409637451171875,36.734161376953125,-4.40826416015625,36.734161376953125,-4.40826416015625,36.7327880859375,-4.409637451171875,36.7327880859375,Feature,,,,,,,2018-10-06T12:17:00+00:00,,,,,,,,,,,,,,2,unhealthy-low,,,,,,,,,,good,unhealthy-low,,,,,,2,unhealthy-low,good,,,,,,,,,moderate
Polygon,-4.412384033203125,36.73004150390625,-4.412384033203125,36.731414794921875,-4.4110107421875,36.731414794921875,-4.4110107421875,36.73004150390625,-4.412384033203125,36.73004150390625,Feature,,,,,,,2018-10-06T12:18:04+00:00,,,,,,,,,,,,,,2,moderate,,,,,,,,,,good,moderate,,,,,,2,moderate,good,,,,,,,,,moderate
Polygon,-4.4219970703125,36.7218017578125,-4.4219970703125,36.723175048828125,-4.420623779296875,36.723175048828125,-4.420623779296875,36.7218017578125,-4.4219970703125,36.7218017578125,Feature,,,,,,,2018-04-27T05:58:35+00:00,,,,,,,,,,,,,,2,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.423370361328125,36.71356201171875,-4.423370361328125,36.714935302734375,-4.4219970703125,36.714935302734375,-4.4219970703125,36.71356201171875,-4.423370361328125,36.71356201171875,Feature,,,,,,,2018-11-05T19:35:05+00:00,,,,,,,,,,,,,,2,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,2,good,good,,,,,,,,,unhealthy-low
Polygon,-4.439849853515625,36.73004150390625,-4.439849853515625,36.731414794921875,-4.4384765625,36.731414794921875,-4.4384765625,36.73004150390625,-4.439849853515625,36.73004150390625,Feature,,,unhealthy-high,,8,good,2018-01-09T10:06:37+00:00,,405,,2,good,26,20,,,,,,,2,unhealthy,moderate,,27,19,,,good,unhealthy,good,,,8,unhealthy,good,good,20,,,,27,unhealthy,19,26,2,moderate,unhealthy-high,405,
Polygon,-4.442596435546875,36.720428466796875,-4.442596435546875,36.7218017578125,-4.44122314453125,36.7218017578125,-4.44122314453125,36.720428466796875,-4.442596435546875,36.720428466796875,Feature,,,good,,11,good,2018-03-01T10:43:46+00:00,,203,,2,good,0,0,,,,,,,2,good,good,,0,3,,,good,good,good,,,11,good,good,good,0,,,,0,good,3,0,2,good,good,203,
Polygon,-4.459075927734375,36.723175048828125,-4.459075927734375,36.72454833984375,-4.45770263671875,36.72454833984375,-4.45770263671875,36.723175048828125,-4.459075927734375,36.723175048828125,Feature,,,unhealthy-low,,11,good,2018-01-09T21:25:11+00:00,,56,,2,good,10,7,,,,,,,2,moderate,good,,10,0,,,good,moderate,good,,,11,moderate,good,good,7,,,,10,moderate,0,10,2,good,unhealthy-low,56,
Polygon,-4.4659423828125,36.71905517578125,-4.4659423828125,36.720428466796875,-4.464569091796875,36.720428466796875,-4.464569091796875,36.71905517578125,-4.4659423828125,36.71905517578125,Feature,,,unhealthy,,10,moderate,2018-05-07T18:14:25+00:00,,3277,,2,good,17,12,,,,,,,2,unhealthy-low,moderate,,20,0,,,good,unhealthy-low,good,,,10,unhealthy-low,good,moderate,12,,,,20,unhealthy-low,0,17,2,moderate,unhealthy,3277,
Polygon,-4.4769287109375,36.71630859375,-4.4769287109375,36.717681884765625,-4.475555419921875,36.717681884765625,-4.475555419921875,36.71630859375,-4.4769287109375,36.71630859375,Feature,,,,,,,2018-01-24T16:20:24+00:00,,,,,,,,,,,,,,2,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.445343017578125,36.71356201171875,-4.445343017578125,36.714935302734375,-4.4439697265625,36.714935302734375,-4.4439697265625,36.71356201171875,-4.445343017578125,36.71356201171875,Feature,,,,,,,2018-03-06T12:41:55+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.44671630859375,36.712188720703125,-4.44671630859375,36.71356201171875,-4.445343017578125,36.71356201171875,-4.445343017578125,36.712188720703125,-4.44671630859375,36.712188720703125,Feature,,,,,,,2018-04-03T18:37:39+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.450836181640625,36.71356201171875,-4.450836181640625,36.714935302734375,-4.449462890625,36.714935302734375,-4.449462890625,36.71356201171875,-4.450836181640625,36.71356201171875,Feature,,,,,,,2018-11-14T07:21:23+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.44122314453125,36.698455810546875,-4.44122314453125,36.6998291015625,-4.439849853515625,36.6998291015625,-4.439849853515625,36.698455810546875,-4.44122314453125,36.698455810546875,Feature,,,unhealthy-high,,7,good,2018-02-27T09:23:38+00:00,,280,,2,good,28,19,,,,,,,2,unhealthy,unhealthy-low,,32,2,,,good,unhealthy,good,,,7,unhealthy,good,good,19,,,,32,unhealthy,2,28,2,unhealthy-low,unhealthy-high,280,
Polygon,-4.445343017578125,36.698455810546875,-4.445343017578125,36.6998291015625,-4.4439697265625,36.6998291015625,-4.4439697265625,36.698455810546875,-4.445343017578125,36.698455810546875,Feature,,,unhealthy-high,,11,good,2018-01-30T13:20:37+00:00,,1161,,2,good,124,82,,,,,,,2,unhealthy-high,unhealthy-high,,146,0,,,good,unhealthy-high,good,,,11,unhealthy-high,good,good,82,,,,146,unhealthy-high,0,124,2,unhealthy-high,unhealthy-high,1161,
Polygon,-4.46319580078125,36.712188720703125,-4.46319580078125,36.71356201171875,-4.461822509765625,36.71356201171875,-4.461822509765625,36.712188720703125,-4.46319580078125,36.712188720703125,Feature,,,good,,0,unhealthy-low,2018-05-07T18:16:50+00:00,,6470,,2,good,1,1,,,,,,,2,unhealthy-low,good,,1,0,,,good,good,good,,,0,good,good,unhealthy-low,1,,,,1,unhealthy-low,0,1,2,good,good,6470,
Polygon,-4.46868896484375,36.709442138671875,-4.46868896484375,36.7108154296875,-4.467315673828125,36.7108154296875,-4.467315673828125,36.709442138671875,-4.46868896484375,36.709442138671875,Feature,good,unhealthy,unhealthy,9,9,good,2018-01-30T17:15:49+00:00,12,135,26,2,good,17,12,moderate,unhealthy-low,unhealthy-low,2,17,good,2,unhealthy-low,moderate,135,22,26,22,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.46868896484375,36.70806884765625,-4.46868896484375,36.709442138671875,-4.467315673828125,36.709442138671875,-4.467315673828125,36.70806884765625,-4.46868896484375,36.70806884765625,Feature,good,unhealthy,unhealthy,7,7,good,2018-01-30T17:16:27+00:00,10,32,26,2,good,16,10,moderate,unhealthy-low,unhealthy-low,2,16,good,2,unhealthy-low,moderate,32,17,26,17,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.470062255859375,36.709442138671875,-4.470062255859375,36.7108154296875,-4.46868896484375,36.7108154296875,-4.46868896484375,36.709442138671875,-4.470062255859375,36.709442138671875,Feature,good,unhealthy,unhealthy,6,6,good,2018-01-30T17:15:25+00:00,12,225,19,2,good,17,12,moderate,unhealthy-low,unhealthy-low,2,17,good,2,unhealthy-low,moderate,225,21,19,21,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.471435546875,36.709442138671875,-4.471435546875,36.7108154296875,-4.470062255859375,36.7108154296875,-4.470062255859375,36.709442138671875,-4.471435546875,36.709442138671875,Feature,good,unhealthy,unhealthy,12,12,good,2018-01-30T17:15:13+00:00,14,328,2,2,good,20,14,moderate,unhealthy-low,unhealthy-low,2,20,good,2,unhealthy-low,moderate,328,22,2,22,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.475555419921875,36.71356201171875,-4.475555419921875,36.714935302734375,-4.47418212890625,36.714935302734375,-4.47418212890625,36.71356201171875,-4.475555419921875,36.71356201171875,Feature,good,unhealthy-high,unhealthy-high,12,12,good,2018-01-30T17:10:43+00:00,19,243,9,2,good,27,19,moderate,unhealthy,unhealthy,2,27,good,2,unhealthy,moderate,243,29,9,29,good,good,unhealthy,,,,,,,,,,,,,,,,,,,,
Polygon,-4.4769287109375,36.71356201171875,-4.4769287109375,36.714935302734375,-4.475555419921875,36.714935302734375,-4.475555419921875,36.71356201171875,-4.4769287109375,36.71356201171875,Feature,good,unhealthy-high,unhealthy-high,0,0,good,2018-01-30T17:10:20+00:00,29,200,22,2,good,37,29,unhealthy-low,unhealthy,unhealthy,2,37,good,2,unhealthy,unhealthy-low,200,40,22,40,good,good,unhealthy,,,,,,,,,,,,,,,,,,,,
Polygon,-4.482421875,36.70806884765625,-4.482421875,36.709442138671875,-4.481048583984375,36.709442138671875,-4.481048583984375,36.70806884765625,-4.482421875,36.70806884765625,Feature,good,unhealthy,unhealthy,14,14,good,2018-01-30T16:46:15+00:00,12,343,0,2,good,19,12,moderate,unhealthy-low,unhealthy-low,2,19,good,2,unhealthy-low,moderate,343,22,0,22,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.461822509765625,36.695709228515625,-4.461822509765625,36.69708251953125,-4.46044921875,36.69708251953125,-4.46044921875,36.695709228515625,-4.461822509765625,36.695709228515625,Feature,,,,,,,2018-01-31T19:44:56+00:00,,,,,,,,,,,,,,2,moderate,,,,,,,,,,moderate,moderate,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.472808837890625,36.6998291015625,-4.472808837890625,36.701202392578125,-4.471435546875,36.701202392578125,-4.471435546875,36.6998291015625,-4.472808837890625,36.6998291015625,Feature,good,unhealthy-high,unhealthy-high,0,0,good,2018-01-30T18:11:49+00:00,15,189,32,2,good,24,15,moderate,unhealthy-low,unhealthy-low,2,24,good,2,unhealthy-low,moderate,189,28,32,28,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.475555419921875,36.701202392578125,-4.475555419921875,36.70257568359375,-4.47418212890625,36.70257568359375,-4.47418212890625,36.701202392578125,-4.475555419921875,36.701202392578125,Feature,good,unhealthy,unhealthy,11,11,good,2018-01-30T18:10:56+00:00,11,0,47,2,good,16,11,moderate,unhealthy-low,unhealthy-low,2,16,good,2,unhealthy-low,moderate,0,21,47,21,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.482421875,36.6998291015625,-4.482421875,36.701202392578125,-4.481048583984375,36.701202392578125,-4.481048583984375,36.6998291015625,-4.482421875,36.6998291015625,Feature,good,unhealthy,unhealthy,5,5,good,2018-01-30T18:14:24+00:00,11,66,26,2,good,18,11,moderate,unhealthy-low,unhealthy-low,2,18,good,2,unhealthy-low,moderate,66,26,26,26,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.464569091796875,36.673736572265625,-4.464569091796875,36.67510986328125,-4.46319580078125,36.67510986328125,-4.46319580078125,36.673736572265625,-4.464569091796875,36.673736572265625,Feature,,,,,,,2018-09-03T05:55:14+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.46868896484375,36.665496826171875,-4.46868896484375,36.6668701171875,-4.467315673828125,36.6668701171875,-4.467315673828125,36.665496826171875,-4.46868896484375,36.665496826171875,Feature,,,,,,,2018-09-03T05:54:30+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.49066162109375,36.70806884765625,-4.49066162109375,36.709442138671875,-4.489288330078125,36.709442138671875,-4.489288330078125,36.70806884765625,-4.49066162109375,36.70806884765625,Feature,good,unhealthy,unhealthy,10,10,good,2018-01-30T16:45:07+00:00,11,264,12,2,good,17,11,moderate,unhealthy-low,unhealthy-low,2,17,good,2,unhealthy-low,moderate,264,19,12,19,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.493408203125,36.703948974609375,-4.493408203125,36.705322265625,-4.492034912109375,36.705322265625,-4.492034912109375,36.703948974609375,-4.493408203125,36.703948974609375,Feature,good,unhealthy-low,unhealthy-low,13,13,good,2018-01-30T16:44:01+00:00,8,227,18,2,good,14,8,moderate,moderate,moderate,2,14,good,2,moderate,moderate,227,15,18,15,good,good,moderate,,,,,,,,,,,,,,,,,,,,
Polygon,-4.492034912109375,36.6998291015625,-4.492034912109375,36.701202392578125,-4.49066162109375,36.701202392578125,-4.49066162109375,36.6998291015625,-4.492034912109375,36.6998291015625,Feature,good,unhealthy-low,unhealthy-low,6,6,good,2018-01-30T16:43:01+00:00,7,180,15,2,good,13,7,good,moderate,moderate,2,13,good,2,moderate,good,180,14,15,14,good,good,moderate,,,,,,,,,,,,,,,,,,,,
Polygon,-4.494781494140625,36.703948974609375,-4.494781494140625,36.705322265625,-4.493408203125,36.705322265625,-4.493408203125,36.703948974609375,-4.494781494140625,36.703948974609375,Feature,good,unhealthy-high,unhealthy-high,0,0,good,2018-01-30T19:23:54+00:00,15,131,0,2,good,19,15,moderate,unhealthy-low,unhealthy-low,2,19,good,2,unhealthy-low,moderate,131,21,0,21,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.50164794921875,36.703948974609375,-4.50164794921875,36.705322265625,-4.500274658203125,36.705322265625,-4.500274658203125,36.703948974609375,-4.50164794921875,36.703948974609375,Feature,good,unhealthy-low,unhealthy-low,0,0,good,2018-06-14T14:32:23+00:00,9,522,0,2,good,14,9,good,moderate,moderate,2,14,good,2,moderate,good,522,14,0,14,good,good,moderate,,,,,,,,,,,,,,,,,,,,
Polygon,-4.555206298828125,36.706695556640625,-4.555206298828125,36.70806884765625,-4.5538330078125,36.70806884765625,-4.5538330078125,36.706695556640625,-4.555206298828125,36.706695556640625,Feature,,,,,,,2018-09-29T10:10:00+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.5648193359375,36.71356201171875,-4.5648193359375,36.714935302734375,-4.563446044921875,36.714935302734375,-4.563446044921875,36.71356201171875,-4.5648193359375,36.71356201171875,Feature,,,,,,,2018-09-29T10:12:40+00:00,,,,,,,,,,,,,,2,good,,,,,,,,,,good,good,,,,,,2,good,good,,,,,,,,,good
Polygon,-4.494781494140625,36.692962646484375,-4.494781494140625,36.6943359375,-4.493408203125,36.6943359375,-4.493408203125,36.692962646484375,-4.494781494140625,36.692962646484375,Feature,,,good,,0,good,2018-04-02T12:43:23+00:00,,269,,2,good,4,2,,,,,,,2,good,good,,4,1,,,good,good,good,,,0,good,good,good,2,,,,4,good,1,4,2,good,good,269,
Polygon,-4.492034912109375,36.65863037109375,-4.492034912109375,36.660003662109375,-4.49066162109375,36.660003662109375,-4.49066162109375,36.65863037109375,-4.492034912109375,36.65863037109375,Feature,,,moderate,,0,good,2018-11-14T07:12:17+00:00,,142,,1,good,6,5,,,,,,,2,good,good,,9,20,,,good,good,good,good,good,0,good,good,good,5,1,good,good,9,good,20,6,1,good,moderate,142,good
