geometry/type,geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,type,properties/co_F_level,properties/pm1_F_level,properties/pm1_level,properties/no2_F,properties/no2,properties/co_level,properties/last_measure,properties/pm1_F,properties/co,properties/o3_F,properties/count_SMAQ,properties/o3_level,properties/pm25,properties/pm1,properties/pm10_F_level,properties/iuca.level_F_global,properties/pm25_F_level,properties/count_F,properties/pm25_F,properties/no2_F_level,properties/count,properties/iuca.level_global,properties/pm10_level,properties/co_F,properties/pm10,properties/o3,properties/pm10_F,properties/o3_F_level,properties/no2_level,properties/pm25_level,properties/no2_M_level,properties/resp_APP_level,properties/iuca.level_APP_global,properties/no2_M,properties/pm25_M_level,properties/o3_M_level,properties/co_M_level,properties/pm1_M,properties/count_APP,properties/iaq_APP_level,properties/pm10_APP_level,properties/pm10_M,properties/iuca.level_M_global,properties/o3_M,properties/pm25_M,properties/count_M,properties/pm10_M_level,properties/pm1_M_level,properties/co_M,properties/co_APP_level
Polygon,-4.450836181640625,36.71630859375,-4.450836181640625,36.717681884765625,-4.449462890625,36.717681884765625,-4.449462890625,36.71630859375,-4.450836181640625,36.71630859375,Feature,,,good,,0,good,2018-02-27T12:56:21+00:00,,115,,4,good,2,2,,,,,,,4,good,good,,3,0,,,good,good,good,,,0,good,good,good,2,,,,3,good,0,2,4,good,good,115,
Polygon,-4.4549560546875,36.70806884765625,-4.4549560546875,36.709442138671875,-4.453582763671875,36.709442138671875,-4.453582763671875,36.70806884765625,-4.4549560546875,36.70806884765625,Feature,,,,,,,2018-01-10T13:35:44+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.445343017578125,36.6943359375,-4.445343017578125,36.695709228515625,-4.4439697265625,36.695709228515625,-4.4439697265625,36.6943359375,-4.445343017578125,36.6943359375,Feature,,,unhealthy-high,,2,good,2018-01-22T10:56:56+00:00,,24,,4,good,24,16,,,,,,,4,unhealthy-low,moderate,,26,1,,,good,unhealthy-low,good,,,2,unhealthy-low,good,good,16,,,,26,unhealthy-low,1,24,4,moderate,unhealthy-high,24,
Polygon,-4.450836181640625,36.69708251953125,-4.450836181640625,36.698455810546875,-4.449462890625,36.698455810546875,-4.449462890625,36.69708251953125,-4.450836181640625,36.69708251953125,Feature,,,unhealthy-low,,7,good,2018-01-22T12:44:36+00:00,,115,,4,good,12,7,,,,,,,4,moderate,moderate,,15,0,,,good,moderate,good,,,7,moderate,good,good,7,,,,15,moderate,0,12,4,moderate,unhealthy-low,115,
Polygon,-4.475555419921875,36.712188720703125,-4.475555419921875,36.71356201171875,-4.47418212890625,36.71356201171875,-4.47418212890625,36.712188720703125,-4.475555419921875,36.712188720703125,Feature,good,unhealthy-high,unhealthy-high,10,10,good,2018-01-30T17:11:09+00:00,16,203,28,4,good,22,16,moderate,unhealthy-low,unhealthy-low,4,22,good,4,unhealthy-low,moderate,203,25,28,25,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.472808837890625,36.709442138671875,-4.472808837890625,36.7108154296875,-4.471435546875,36.7108154296875,-4.471435546875,36.709442138671875,-4.472808837890625,36.709442138671875,Feature,good,unhealthy,unhealthy,7,7,good,2018-01-30T17:14:58+00:00,14,344,29,4,good,21,14,moderate,unhealthy-low,unhealthy-low,4,21,good,4,unhealthy-low,moderate,344,27,29,27,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.472808837890625,36.70806884765625,-4.472808837890625,36.709442138671875,-4.471435546875,36.709442138671875,-4.471435546875,36.70806884765625,-4.472808837890625,36.70806884765625,Feature,good,unhealthy,unhealthy,12,12,good,2018-01-30T17:14:39+00:00,13,349,19,4,good,18,13,moderate,unhealthy-low,unhealthy-low,4,18,good,4,unhealthy-low,moderate,349,21,19,21,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.4769287109375,36.709442138671875,-4.4769287109375,36.7108154296875,-4.475555419921875,36.7108154296875,-4.475555419921875,36.709442138671875,-4.4769287109375,36.709442138671875,Feature,good,unhealthy,unhealthy,10,10,good,2018-01-30T17:09:36+00:00,11,272,16,4,good,17,11,moderate,unhealthy-low,unhealthy-low,4,17,good,4,unhealthy-low,moderate,272,20,16,20,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.47418212890625,36.698455810546875,-4.47418212890625,36.6998291015625,-4.472808837890625,36.6998291015625,-4.472808837890625,36.698455810546875,-4.47418212890625,36.698455810546875,Feature,good,unhealthy,unhealthy,16,16,good,2018-04-26T13:10:46+00:00,14,356,50,1,good,21,14,moderate,unhealthy-low,unhealthy-low,1,21,good,4,unhealthy-low,moderate,356,24,50,24,good,good,unhealthy-low,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.478302001953125,36.698455810546875,-4.478302001953125,36.6998291015625,-4.4769287109375,36.6998291015625,-4.4769287109375,36.698455810546875,-4.478302001953125,36.698455810546875,Feature,,,,,,,2018-04-26T13:11:47+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.47967529296875,36.698455810546875,-4.47967529296875,36.6998291015625,-4.478302001953125,36.6998291015625,-4.478302001953125,36.698455810546875,-4.47967529296875,36.698455810546875,Feature,good,unhealthy-high,unhealthy-high,0,0,good,2018-04-26T13:11:56+00:00,15,67,58,1,good,22,15,moderate,unhealthy-low,unhealthy-low,1,22,good,4,unhealthy-low,moderate,67,25,58,25,good,good,unhealthy-low,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.45220947265625,36.692962646484375,-4.45220947265625,36.6943359375,-4.450836181640625,36.6943359375,-4.450836181640625,36.692962646484375,-4.45220947265625,36.692962646484375,Feature,,,,,,,2018-10-26T19:40:03+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.45770263671875,36.690216064453125,-4.45770263671875,36.69158935546875,-4.456329345703125,36.69158935546875,-4.456329345703125,36.690216064453125,-4.45770263671875,36.690216064453125,Feature,,,moderate,,0,good,2018-10-27T00:14:52+00:00,,2097,,1,good,8,4,,,,,,,4,good,good,,10,0,,,good,good,good,good,good,0,good,good,good,4,3,good,good,10,good,0,8,1,good,moderate,2097,good
Polygon,-4.467315673828125,36.6668701171875,-4.467315673828125,36.668243408203125,-4.4659423828125,36.668243408203125,-4.4659423828125,36.6668701171875,-4.467315673828125,36.6668701171875,Feature,,,,,,,2018-09-03T05:54:43+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.482421875,36.665496826171875,-4.482421875,36.6668701171875,-4.481048583984375,36.6668701171875,-4.481048583984375,36.665496826171875,-4.482421875,36.665496826171875,Feature,,,,,,,2018-09-03T13:28:19+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.4989013671875,36.701202392578125,-4.4989013671875,36.70257568359375,-4.497528076171875,36.70257568359375,-4.497528076171875,36.701202392578125,-4.4989013671875,36.701202392578125,Feature,good,unhealthy,unhealthy,0,0,good,2018-01-30T18:40:53+00:00,11,18,2,4,good,16,11,moderate,unhealthy-low,unhealthy-low,4,16,good,4,unhealthy-low,moderate,18,18,2,18,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.55108642578125,36.705322265625,-4.55108642578125,36.706695556640625,-4.549713134765625,36.706695556640625,-4.549713134765625,36.705322265625,-4.55108642578125,36.705322265625,Feature,,,,,,,2018-09-29T10:08:48+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.552459716796875,36.705322265625,-4.552459716796875,36.706695556640625,-4.55108642578125,36.706695556640625,-4.55108642578125,36.705322265625,-4.552459716796875,36.705322265625,Feature,,,,,,,2018-09-29T10:09:01+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.48516845703125,36.662750244140625,-4.48516845703125,36.66412353515625,-4.483795166015625,36.66412353515625,-4.483795166015625,36.662750244140625,-4.48516845703125,36.662750244140625,Feature,,,,,,,2018-09-03T13:28:39+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.4989013671875,36.660003662109375,-4.4989013671875,36.661376953125,-4.497528076171875,36.661376953125,-4.497528076171875,36.660003662109375,-4.4989013671875,36.660003662109375,Feature,,,,,,,2018-10-22T14:58:44+00:00,,,,,,,,,,,,,,4,good,,,,,,,,,,good,good,,,,,,4,good,good,,,,,,,,,good
Polygon,-4.354705810546875,36.816558837890625,-4.354705810546875,36.81793212890625,-4.35333251953125,36.81793212890625,-4.35333251953125,36.816558837890625,-4.354705810546875,36.816558837890625,Feature,,,,,,,2018-01-08T17:05:01+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.3670654296875,36.813812255859375,-4.3670654296875,36.815185546875,-4.365692138671875,36.815185546875,-4.365692138671875,36.813812255859375,-4.3670654296875,36.813812255859375,Feature,,,,,,,2018-01-08T17:09:31+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.368438720703125,36.81243896484375,-4.368438720703125,36.813812255859375,-4.3670654296875,36.813812255859375,-4.3670654296875,36.81243896484375,-4.368438720703125,36.81243896484375,Feature,,,,,,,2018-01-08T17:10:01+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.3780517578125,36.80694580078125,-4.3780517578125,36.808319091796875,-4.376678466796875,36.808319091796875,-4.376678466796875,36.80694580078125,-4.3780517578125,36.80694580078125,Feature,,,,,,,2018-01-08T17:18:18+00:00,,,,,,,,,,,,,,3,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.39178466796875,36.77398681640625,-4.39178466796875,36.775360107421875,-4.390411376953125,36.775360107421875,-4.390411376953125,36.77398681640625,-4.39178466796875,36.77398681640625,Feature,,,,,,,2018-01-08T17:44:41+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.39453125,36.739654541015625,-4.39453125,36.74102783203125,-4.393157958984375,36.74102783203125,-4.393157958984375,36.739654541015625,-4.39453125,36.739654541015625,Feature,good,good,good,0,0,good,2018-12-16T16:00:31+00:00,1,621,0,3,good,4,1,good,good,good,3,4,good,3,good,good,621,4,0,4,good,good,good,,,,,,,,,,,,,,,,,,,,
Polygon,-4.39727783203125,36.775360107421875,-4.39727783203125,36.7767333984375,-4.395904541015625,36.7767333984375,-4.395904541015625,36.775360107421875,-4.39727783203125,36.775360107421875,Feature,,,,,,,2018-01-08T17:47:43+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.405517578125,36.77398681640625,-4.405517578125,36.775360107421875,-4.404144287109375,36.775360107421875,-4.404144287109375,36.77398681640625,-4.405517578125,36.77398681640625,Feature,,,,,,,2018-01-08T17:50:55+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.41650390625,36.767120361328125,-4.41650390625,36.76849365234375,-4.415130615234375,36.76849365234375,-4.415130615234375,36.767120361328125,-4.41650390625,36.767120361328125,Feature,,,,,,,2018-01-08T17:57:01+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.41925048828125,36.767120361328125,-4.41925048828125,36.76849365234375,-4.417877197265625,36.76849365234375,-4.417877197265625,36.767120361328125,-4.41925048828125,36.767120361328125,Feature,,,,,,,2018-01-08T17:57:26+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.423370361328125,36.761627197265625,-4.423370361328125,36.76300048828125,-4.4219970703125,36.76300048828125,-4.4219970703125,36.761627197265625,-4.423370361328125,36.761627197265625,Feature,,,,,,,2018-01-08T17:59:25+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.426116943359375,36.756134033203125,-4.426116943359375,36.75750732421875,-4.42474365234375,36.75750732421875,-4.42474365234375,36.756134033203125,-4.426116943359375,36.756134033203125,Feature,,,,,,,2018-01-08T18:01:01+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.42474365234375,36.753387451171875,-4.42474365234375,36.7547607421875,-4.423370361328125,36.7547607421875,-4.423370361328125,36.753387451171875,-4.42474365234375,36.753387451171875,Feature,,,,,,,2018-01-08T18:01:51+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.365692138671875,36.731414794921875,-4.365692138671875,36.7327880859375,-4.36431884765625,36.7327880859375,-4.36431884765625,36.731414794921875,-4.365692138671875,36.731414794921875,Feature,,,,,,,2018-01-21T11:11:37+00:00,,,,,,,,,,,,,,3,moderate,,,,,,,,,,good,moderate,,,,,,3,moderate,good,,,,,,,,,moderate
Polygon,-4.354705810546875,36.71630859375,-4.354705810546875,36.717681884765625,-4.35333251953125,36.717681884765625,-4.35333251953125,36.71630859375,-4.354705810546875,36.71630859375,Feature,,,,,,,2018-01-29T18:27:06+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.395904541015625,36.736907958984375,-4.395904541015625,36.73828125,-4.39453125,36.73828125,-4.39453125,36.736907958984375,-4.395904541015625,36.736907958984375,Feature,,,,,,,2018-01-21T13:53:21+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.39727783203125,36.73553466796875,-4.39727783203125,36.736907958984375,-4.395904541015625,36.736907958984375,-4.395904541015625,36.73553466796875,-4.39727783203125,36.73553466796875,Feature,,,,,,,2018-01-21T13:53:30+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.401397705078125,36.7327880859375,-4.401397705078125,36.734161376953125,-4.4000244140625,36.734161376953125,-4.4000244140625,36.7327880859375,-4.401397705078125,36.7327880859375,Feature,,,,,,,2018-01-21T13:54:33+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.404144287109375,36.728668212890625,-4.404144287109375,36.73004150390625,-4.40277099609375,36.73004150390625,-4.40277099609375,36.728668212890625,-4.404144287109375,36.728668212890625,Feature,,,,,,,2018-01-21T13:56:09+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.4110107421875,36.73004150390625,-4.4110107421875,36.731414794921875,-4.409637451171875,36.731414794921875,-4.409637451171875,36.73004150390625,-4.4110107421875,36.73004150390625,Feature,,,,,,,2018-10-06T12:17:51+00:00,,,,,,,,,,,,,,3,moderate,,,,,,,,,,good,moderate,,,,,,3,moderate,moderate,,,,,,,,,moderate
Polygon,-4.406890869140625,36.725921630859375,-4.406890869140625,36.727294921875,-4.405517578125,36.727294921875,-4.405517578125,36.725921630859375,-4.406890869140625,36.725921630859375,Feature,,,,,,,2018-09-17T13:30:44+00:00,,,,,,,,,,,,,,3,unhealthy-low,,,,,,,,,,good,unhealthy-low,,,,,,3,unhealthy-low,good,,,,,,,,,moderate
Polygon,-4.4110107421875,36.725921630859375,-4.4110107421875,36.727294921875,-4.409637451171875,36.727294921875,-4.409637451171875,36.725921630859375,-4.4110107421875,36.725921630859375,Feature,,,,,,,2018-01-21T13:57:30+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.409637451171875,36.72454833984375,-4.409637451171875,36.725921630859375,-4.40826416015625,36.725921630859375,-4.40826416015625,36.72454833984375,-4.409637451171875,36.72454833984375,Feature,,,,,,,2018-09-11T19:00:06+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.40826416015625,36.7218017578125,-4.40826416015625,36.723175048828125,-4.406890869140625,36.723175048828125,-4.406890869140625,36.7218017578125,-4.40826416015625,36.7218017578125,Feature,,,,,,,2018-09-11T18:42:06+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.412384033203125,36.7218017578125,-4.412384033203125,36.723175048828125,-4.4110107421875,36.723175048828125,-4.4110107421875,36.7218017578125,-4.412384033203125,36.7218017578125,Feature,,,,,,,2018-09-11T18:40:53+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.417877197265625,36.736907958984375,-4.417877197265625,36.73828125,-4.41650390625,36.73828125,-4.41650390625,36.736907958984375,-4.417877197265625,36.736907958984375,Feature,,,,,,,2018-01-21T11:02:55+00:00,,,,,,,,,,,,,,3,unhealthy,,,,,,,,,,good,unhealthy,,,,,,3,unhealthy-low,good,,,,,,,,,unhealthy
Polygon,-4.41925048828125,36.734161376953125,-4.41925048828125,36.73553466796875,-4.417877197265625,36.73553466796875,-4.417877197265625,36.734161376953125,-4.41925048828125,36.734161376953125,Feature,,,,,,,2018-10-05T12:50:41+00:00,,,,,,,,,,,,,,3,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.426116943359375,36.7327880859375,-4.426116943359375,36.734161376953125,-4.42474365234375,36.734161376953125,-4.42474365234375,36.7327880859375,-4.426116943359375,36.7327880859375,Feature,,,unhealthy-high,,15,good,2018-01-25T09:34:56+00:00,,378,,3,good,33,22,,,,,,,3,unhealthy,unhealthy-low,,39,5,,,good,unhealthy,good,,,15,unhealthy,good,good,22,,,,39,unhealthy,5,33,3,unhealthy-low,unhealthy-high,378,
Polygon,-4.417877197265625,36.73004150390625,-4.417877197265625,36.731414794921875,-4.41650390625,36.731414794921875,-4.41650390625,36.73004150390625,-4.417877197265625,36.73004150390625,Feature,,,unhealthy-high,,1,good,2018-02-01T13:04:06+00:00,,82,,3,good,23,16,,,,,,,3,unhealthy-low,moderate,,24,17,,,good,unhealthy-low,good,,,1,unhealthy-low,good,good,16,,,,24,unhealthy-low,17,23,3,moderate,unhealthy-high,82,
Polygon,-4.423370361328125,36.728668212890625,-4.423370361328125,36.73004150390625,-4.4219970703125,36.73004150390625,-4.4219970703125,36.728668212890625,-4.423370361328125,36.728668212890625,Feature,,,unhealthy-low,,11,good,2018-02-14T09:22:50+00:00,,282,,3,good,10,7,,,,,,,3,moderate,good,,14,10,,,good,moderate,good,,,11,moderate,good,good,7,,,,14,moderate,10,10,3,good,unhealthy-low,282,
Polygon,-4.4329833984375,36.70257568359375,-4.4329833984375,36.703948974609375,-4.431610107421875,36.703948974609375,-4.431610107421875,36.70257568359375,-4.4329833984375,36.70257568359375,Feature,,,,,,,2018-11-05T19:38:02+00:00,,,,,,,,,,,,,,3,unhealthy-high,,,,,,,,,,good,unhealthy-high,,,,,,3,good,good,,,,,,,,,unhealthy-high
Polygon,-4.4439697265625,36.720428466796875,-4.4439697265625,36.7218017578125,-4.442596435546875,36.7218017578125,-4.442596435546875,36.720428466796875,-4.4439697265625,36.720428466796875,Feature,,,moderate,,3,good,2018-03-05T10:41:45+00:00,,150,,3,good,5,3,,,,,,,3,good,good,,6,2,,,good,good,good,,,3,good,good,good,3,,,,6,good,2,5,3,good,moderate,150,
Polygon,-4.456329345703125,36.723175048828125,-4.456329345703125,36.72454833984375,-4.4549560546875,36.72454833984375,-4.4549560546875,36.723175048828125,-4.456329345703125,36.723175048828125,Feature,,,good,,0,moderate,2018-05-07T18:01:15+00:00,,4824,,3,good,2,2,,,,,,,3,moderate,good,,2,0,,,good,good,good,,,0,good,good,moderate,2,,,,2,moderate,0,2,3,good,good,4824,
Polygon,-4.445343017578125,36.69708251953125,-4.445343017578125,36.698455810546875,-4.4439697265625,36.698455810546875,-4.4439697265625,36.69708251953125,-4.445343017578125,36.69708251953125,Feature,,,unhealthy-high,,0,good,2018-01-22T09:45:16+00:00,,104,,3,good,33,23,,,,,,,3,unhealthy,unhealthy-low,,36,0,,,good,unhealthy,good,,,0,unhealthy,good,good,23,,,,36,unhealthy,0,33,3,unhealthy-low,unhealthy-high,104,
Polygon,-4.449462890625,36.698455810546875,-4.449462890625,36.6998291015625,-4.448089599609375,36.6998291015625,-4.448089599609375,36.698455810546875,-4.449462890625,36.698455810546875,Feature,unhealthy-high,unhealthy-high,unhealthy-high,44,23,unhealthy-low,2018-12-13T17:35:08+00:00,254,6409,0,3,good,36,90,unhealthy-high,unhealthy-high,unhealthy-high,1,83,good,3,unhealthy,unhealthy,18855,61,1,155,good,good,unhealthy,good,,,13,moderate,good,good,8,,,,14,moderate,1,12,2,good,unhealthy-low,186,
Polygon,-4.453582763671875,36.70257568359375,-4.453582763671875,36.703948974609375,-4.45220947265625,36.703948974609375,-4.45220947265625,36.70257568359375,-4.453582763671875,36.70257568359375,Feature,,,,,,,2018-04-27T11:45:10+00:00,,,,,,,,,,,,,,3,moderate,,,,,,,,,,moderate,moderate,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.450836181640625,36.698455810546875,-4.450836181640625,36.6998291015625,-4.449462890625,36.6998291015625,-4.449462890625,36.698455810546875,-4.450836181640625,36.698455810546875,Feature,,,unhealthy-low,,18,good,2018-01-22T12:46:26+00:00,,194,,3,good,14,9,,,,,,,3,moderate,good,,14,5,,,good,moderate,good,,,18,moderate,good,good,9,,,,14,moderate,5,14,3,good,unhealthy-low,194,
Polygon,-4.467315673828125,36.70806884765625,-4.467315673828125,36.709442138671875,-4.4659423828125,36.709442138671875,-4.4659423828125,36.70806884765625,-4.467315673828125,36.70806884765625,Feature,good,unhealthy,unhealthy,9,9,good,2018-01-30T17:16:12+00:00,10,145,25,3,good,16,10,moderate,unhealthy-low,unhealthy-low,3,16,good,3,unhealthy-low,moderate,145,19,25,19,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.472808837890625,36.712188720703125,-4.472808837890625,36.71356201171875,-4.471435546875,36.71356201171875,-4.471435546875,36.712188720703125,-4.472808837890625,36.712188720703125,Feature,good,unhealthy-high,unhealthy-high,12,12,good,2018-01-30T17:11:55+00:00,18,394,18,3,good,25,18,unhealthy-low,unhealthy,unhealthy,3,25,good,3,unhealthy,unhealthy-low,394,30,18,30,good,good,unhealthy,,,,,,,,,,,,,,,,,,,,
Polygon,-4.47418212890625,36.712188720703125,-4.47418212890625,36.71356201171875,-4.472808837890625,36.71356201171875,-4.472808837890625,36.712188720703125,-4.47418212890625,36.712188720703125,Feature,good,unhealthy-high,unhealthy-high,11,11,good,2018-01-30T17:11:40+00:00,28,376,30,3,good,36,28,unhealthy-low,unhealthy,unhealthy,3,36,good,3,unhealthy,unhealthy-low,376,38,30,38,good,good,unhealthy,,,,,,,,,,,,,,,,,,,,
Polygon,-4.472808837890625,36.705322265625,-4.472808837890625,36.706695556640625,-4.471435546875,36.706695556640625,-4.471435546875,36.705322265625,-4.472808837890625,36.705322265625,Feature,good,unhealthy,unhealthy,7,7,good,2018-01-30T17:31:16+00:00,11,174,14,3,good,16,11,moderate,unhealthy-low,unhealthy-low,3,16,good,3,unhealthy-low,moderate,174,19,14,19,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.4769287109375,36.706695556640625,-4.4769287109375,36.70806884765625,-4.475555419921875,36.70806884765625,-4.475555419921875,36.706695556640625,-4.4769287109375,36.706695556640625,Feature,good,unhealthy,unhealthy,10,10,good,2018-01-30T17:00:13+00:00,13,179,28,3,good,17,13,moderate,unhealthy-low,unhealthy-low,3,17,good,3,unhealthy-low,moderate,179,22,28,22,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.472808837890625,36.703948974609375,-4.472808837890625,36.705322265625,-4.471435546875,36.705322265625,-4.471435546875,36.703948974609375,-4.472808837890625,36.703948974609375,Feature,good,unhealthy,unhealthy,0,0,good,2018-01-30T17:32:02+00:00,11,570,28,3,good,17,11,moderate,unhealthy-low,unhealthy-low,3,17,good,3,unhealthy-low,moderate,570,20,28,20,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.47418212890625,36.703948974609375,-4.47418212890625,36.705322265625,-4.472808837890625,36.705322265625,-4.472808837890625,36.703948974609375,-4.47418212890625,36.703948974609375,Feature,good,unhealthy,unhealthy,5,5,good,2018-01-30T17:32:23+00:00,12,528,16,3,good,19,12,moderate,unhealthy-low,unhealthy-low,3,19,good,3,unhealthy-low,moderate,528,21,16,21,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.47418212890625,36.701202392578125,-4.47418212890625,36.70257568359375,-4.472808837890625,36.70257568359375,-4.472808837890625,36.701202392578125,-4.47418212890625,36.701202392578125,Feature,good,unhealthy,unhealthy,3,3,good,2018-01-30T18:11:19+00:00,12,70,23,3,good,20,12,moderate,unhealthy-low,unhealthy-low,3,20,good,3,unhealthy-low,moderate,70,24,23,24,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.449462890625,36.69158935546875,-4.449462890625,36.692962646484375,-4.448089599609375,36.692962646484375,-4.448089599609375,36.69158935546875,-4.449462890625,36.69158935546875,Feature,,,,,,,2018-10-27T00:17:58+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.450836181640625,36.692962646484375,-4.450836181640625,36.6943359375,-4.449462890625,36.6943359375,-4.449462890625,36.692962646484375,-4.450836181640625,36.692962646484375,Feature,,,unhealthy-high,,0,good,2018-01-31T09:07:53+00:00,,159,,3,good,40,27,,,,,,,3,unhealthy-high,unhealthy-low,,47,0,,,good,unhealthy-high,good,,,0,unhealthy-high,good,good,27,,,,47,unhealthy-high,0,40,3,unhealthy-low,unhealthy-high,159,
Polygon,-4.56756591796875,36.71630859375,-4.56756591796875,36.717681884765625,-4.566192626953125,36.717681884765625,-4.566192626953125,36.71630859375,-4.56756591796875,36.71630859375,Feature,,,,,,,2018-09-29T10:13:52+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.557952880859375,36.70806884765625,-4.557952880859375,36.709442138671875,-4.55657958984375,36.709442138671875,-4.55657958984375,36.70806884765625,-4.557952880859375,36.70806884765625,Feature,,,,,,,2018-09-29T10:10:34+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.563446044921875,36.7108154296875,-4.563446044921875,36.712188720703125,-4.56207275390625,36.712188720703125,-4.56207275390625,36.7108154296875,-4.563446044921875,36.7108154296875,Feature,,,,,,,2018-09-29T10:12:06+00:00,,,,,,,,,,,,,,3,good,,,,,,,,,,good,good,,,,,,3,good,good,,,,,,,,,good
